gene_symbol,14-3-3,actin,autophagosome,centrosome,endo_lysosome,endosome,ER,ER_Golgi,Golgi,HSP70 chaperone,HSP90 chaperone,lysosome,mitochondria,p-body,peroxisome,plasma membrane,proteasome,recycling endosome,ribosome,stress granule
AGL,4930,3947,559.5,1981,3331,2448,3172,351,2948.5,3409,4421,2858.5,2434,6391,2183,6833,6503,4405.5,3562,5787
AGO1,3963,1572,2602.5,5983,3751,6886.5,1411.5,1288,6508.5,2935,7592,4888.5,2922,7477.5,1876,5895.5,5831,2898.5,2255,7920
AGO2,4780,4739,2793,6203,5232,2269,6019,2039.5,1171,4806,7131,6623,3794,8217,6150,2724.5,1838,742,7338,8167
AGO3,2687,6411,6088,2085,4083,639.5,2708.5,743.5,6932,2789,7041,4817,5468,5371,2858,3528.5,3590,4122,2969,8135
AGPAT1,4306,658,5974,5756,4547,4421,7463,7876,7168,1332,5555,8008,6329,3043,6700,5825.5,3446,6595.5,770,965.5
AGPAT2,7948,537,5967,2406,7181,2034,7052,8030,7072,1590,3622,7629,3236,1154,2051,4388,794,6909.5,4344,4968.5
AGPAT3,7695,744,6300,83,7865,2648.5,7874,7768,5236,4878,6501,7801,4734,1290,5750,1457,3351,7074,6421,5449.5
AGPAT4,6571,613,7210,315,6902,1761,7971,7612,3748,2132,6398,7825,6789,2500.5,5740,4344,1282,7995,5166,5280
AGPAT5,1691,2697,7537,1052,1659,1824.5,8212.5,6025,6716,1388,8055,4960.5,8182,1365,7863,2871,1979,6819,1372,2065
AGPS,7366,12,7331.5,1387,1805,2184.5,7146,7795,566.5,2012,4175,7364,3915,2545.5,8234,1529,4843,6494,4752,6809
AGRN,6852,4041,6424,2107,5781,2854.5,6747,7193,6275,960,7790,7597,5166,3953.5,1529,6050.5,6710,1133.5,1032,1031
AGTPBP1,6909,3985,2195.5,7880,3399,6566,595,6709,2212,8048,4350,1521,2033,4314,1071,1251.5,3550,2606,6226,2281
AHCTF1,2373,1914,6329.5,6685,2962,3097.5,6721,2168,7327,1101,3451,2983,610,2456,6324,628,5751,5682.5,4499.5,4724
AHCY,4226,2303,2380,7574,5605,2464,4238,7157.5,7000,2728,527,7316,554,6319,1957.5,6996,462,5803,376,551
AHCYL1,1139,4330,3461.5,3232,7321,7193,5902,4899,5355.5,6666.5,4593,4464,3415,8000,2762,5825.5,1633,5358,556,348
AHCYL2,5519,4965,5593.5,5796.5,5012,6815.5,3603,7316,6316,2379.5,2659,4409.5,1640,5244,470,5850,5844,5456,1787,1550.5
AHDC1,4863,7268,2566,1824,5705,4607.5,4669,6918.5,7184,4970,2709,4247,1353,950,4711,4480.5,4194,4028.5,6621,4428
AHI1,3684,4413,5152,2513,4450,6558,3194,5277.5,7664,8067,4897,5776,790,492,3325,2196.5,6978,5370,2274,2321.5
AHNAK,3148,2400,4053,5482,4052,5061.5,2901.5,175,7496,695,2492,4245.5,6913,5009.5,6995,8099,55,6626,214,503
AHNAK2,5452,6657,1450,4988,2860,6259.5,6786,6688,1076,2089,3416,4498.5,6344,5421.5,1912,6972,4104,5134,1184,2881
AHR,958,7777,4949.5,1318,4855,1235,3576,3930.5,6141.5,1326,7838,1572,3420,463,5235,5846.5,4067,3245,5795,5876
AHSA1,670,5553,2789,3616,2965,3224.5,2006,1895,7989,7229,7422,5008.5,3903,4356,6666,6102.5,470,7068,876,1609.5
AIDA,5327,1829,702,5422,3816,2041,3198,4038,4584,518,876,4108,886,5665.5,6614,7176.5,1262,6404,977,1394.5
AIF1L,4826,3676,5301,2365,1424,7445,2926,2125,8077,4251,5346,5497.5,2987,3888.5,4047,5455,3166,3609,3176,1849
AIFM1,2229,3170,7929,2128,774,84,7527,3498.5,1257,6158,8238,1424,7951,1000.5,8084,704,1837,4822,6778,7801
AIG1,5504,1987,6252,2743,7454,1518,6233,725,632,3206,2695,2224,5463,6749,1569,4468,7500,4552.5,4458,6254
AIMP1,7415,132,6719,838,6604,959.5,7709,7530,4902,6372,7094,7549,7159,4766,7095,4829,5190,6473,6064,2792.5
AIMP2,2204,1170,6363.5,1782,4067,262.5,7997,6905.5,2100.5,5502,7210,7270,7264,3882,7878,4734,294,7137.5,6646,3513
AIP,3188,6716,4243,2745,3072.5,2536,1822,5578,3583,4795,6461.5,5515,3670,3241,4851,6514,2212.5,4840,2123.5,2103.5
AIRIM,1626,2172,3191.5,1179,4294,6012.5,4304,3658,6845,6724,5320,3917.5,3262,4907.5,6519,4300.5,4333,5350,8140,5226.5
AK1,5443,6787,5103.5,3240,4956,3243.5,1829.5,3036,7142,5452,4210,6924,3783,8032,2799,8023,7903,1507.5,2287,2768.5
AK2,5362,445,7508,3481,1819,3380,6873,1689.5,2612,6109,7848,6290,7612,163,7506,1235,507,6863,5184,6663
AK3,1283,2545,7779,1740,1091,390.5,8000,6588,1908,1340,7986,6569,8229,1928,8055,1569.5,2072,7591,4339,5822.5
AK4,5976,811,7178,4719,252,94.5,7372,3759.5,2065,5150,7414,3232,7377,11,7658,1438.5,1717,6390,4477,6906
AK6,3486,5482,6085,2698,6775,3718,4813,3800,6071,2843,6659,5167,6187,3233.5,3890,5900,6229,3977,2768,5743.5
AKAP1,1823,683,5765,3359,2788,1919,7594,7075,5015,5567,7843,3496.5,7670,3,7719,650,458,7279.5,5579,6966
AKAP10,3660,4200,4396,4212,3638,1280,5783,478,1903.5,6664,5519,6209,5925,1937.5,4952,6024,7700,1116,4238,5273
AKAP11,1637,5910,7860,4294.5,2359,4452,7573,7223,7169,7366,5884,6747.5,4478,230,387,3077,4971,6076,1819,1505
AKAP12,597,1929,3539.5,5850,5325,3369,5423,865,1614,1262,7658,3764,7571,2710,2315,7631,7,7175.5,739,2243.5
AKAP13,8152,7835,2685,3264,5242,7161,748,3127,4286,6927,4027,526,1904,3350,481,5724.5,6942,3577,4170,3827
AKAP17A,5380,7153,1205,5868.5,4652,5859.5,411,3750,5472,857,476,544,274,4095,32,2539,7888,1085.5,7156,7196
AKAP5,4031.5,5738.5,607,4934.5,3625,3905,3948.5,3055,3195,3208.5,5058.5,1937,5288.5,6482.5,3742.5,7212,4426,3778,3775.5,1589
AKAP7,4811,4273,1001.5,7883,4939,7432,2407,5393.5,5280,3778,4972,1871,6898,4065,1323,1383.5,4553,328.5,5470,7213.5
AKAP8,191,1439,6832,5812,350,2989,3044.5,3067.5,4505.5,2321,1336,250,2731,4817.5,6448,696.5,2595,2272,7055,7778.5
AKAP8L,3334,7359,1281,7404,6803,7204,14,3026,5068,6188,1773,1027,27,5752.5,382,51,6629,2746,6472.5,7091.5
AKAP9,3492,2590,3598.5,8075,1606,950,211,8016,8094,6621,3285,720,502,3061.5,4025,60,3652,1400.5,7405,7483
AKIRIN2,7483,6200,4712,3839,5771,6266,2275.5,3161.5,5435,5885,2821,2424,5283,3921.5,1846,5869.5,8244,3755.5,5642,6336.5
AKNA,3063,3446,4516,5635,6346.5,3974,3410.5,4560,356,3535,3132,7127.5,6034,3288,550,4263,7197,2106,6565,7492
AKR1A1,3327,3498,2565,447,512,4143,5511,1959,5397,5450,6889,5253,7042,6007.5,7102,6761,3720,1442,4959,4900
AKR1B1,6337,6291,6590,6247,706,1451,7162,1596.5,1914.5,3454,7369,6383.5,7359,3023,7417,7865,1783,362,4738,6958
AKR7A2,2040,6181,7925.5,526,2227,3008,6667,4050,4748.5,5695,8119,5796,8039,4263,7241,5526.5,2448,5715,5504,6705
AKT1,1385,2482,3119,2368,5330,6333.5,5485.5,5467,3714,2893,5795,5962.5,5852,2223.5,2414,6311,7403,3907.5,6599,3817.5
AKT1S1,8118,5884,7241,439,7781,7577,4025,2532,438,6551,1713,8212,6154,2876,5052,7399,1949,2285.5,6095,1958.5
AKT2,7287,4345,3831,3784,5050,5340.5,3590,134,2699,7555,4372,5576.5,1905,5175.5,6297,6575,4090,1100.5,3293,2127
AKT3,1345,5076,3993.5,981,6423,6412.5,1666,6649.5,5953,4998,5558,1965,7301,634,4693,6359,5652,2906.5,3323,4365
AKTIP,7000,6003,3631,7655,620,5849,1349,7547,7180,2654,4277,1316.5,1861,2050,3542,5599,4824,1756.5,6200,5719
ALAS1,1015,8005,7402,1866.5,1722,530.5,6967,2403.5,3328,1858.5,8104,3256.5,7623,4953.5,7751,1756.5,3062,3295.5,2373,7133
ALCAM,5169,2229,2141.5,5989,6110.5,6841.5,1140,2115.5,7918,382,132,5914,1100,6702.5,6830,7878,392,6660.5,263,245
ALDH16A1,4577,2101,1176,8071,3500,4854,4206,6777.5,2463,7828,4196,5730,6862,2137,1521,2464.5,5648,4576,4717,4398
ALDH18A1,1178,3457,7649.5,2372,573,819,7864,5072,2476,3534,8034,4161,8017,460,7918,1920.5,2906,8072,3341,5175.5
ALDH1A2,4912,2363,5006,4556,2037,7447.5,2540.5,5877,4793,5400,4399,3049.5,6041,2381,6336,7420,5576,154.5,3688,3907.5
ALDH1A3,376,3507,3601,1989,3928,1432.5,2537,7085,7162,6345,5663,6302.5,4244.5,4343.5,4860,5791,7414,2394,1943,3720
ALDH1B1,3364,1333,7229,3029,149,706,7212,4045,881,4294,7412,5625,7474,685,7636,1211,1226,7050.5,4083,6698.5
ALDH1L1,2076,3086,7189.5,1566,2147,1925,8176,3728.5,2112,3043,7884,5859,8011,126,8083,2631,2821,6415,2196,6329
ALDH1L2,853,2426,7695,1167,1042,576,7830,5039,4507.5,1346,8232,5466.5,8180,1610,8191,1747,3429,7360.5,3279,5981
ALDH2,3549,770,7602,3661,47,140,7305,2136,916,5526,7453,5499.5,7524,1290,7789,1476.5,2738,7095,5731,5750
ALDH3A2,5202,65,7956.5,18,3886,2311.5,7936,7544,6272,5317,7050,7620.5,7029,1694,7429,1361,6298,8000,1814,2474.5
ALDH4A1,2617,2230,8059,1082,1379,1123,8235,5270,2701.5,2649,8217,5299.5,8211,340.5,8181,93,2607,7664,6406,6559
ALDH5A1,1416,841,7309,2744,187,1269,7921.5,2585,4444,2055,7642,2795.5,7677,402,7950,1696,2917,7977,4327,6274.5
ALDH6A1,2718,1464,7630,1501,1554,465,8140,3908,2440,1797,7889,3220,7885,364,8104,1471.5,2319,7701.5,5815,6745
ALDH7A1,519,1957.5,7189.5,1246.5,552.5,1814,7195.5,1251,2137,6484.5,7751.5,3063,7866.5,191,7743,941.5,3179,7498,3642.5,4481
ALDH9A1,5101,1687,7216,3150,265,97,8001,4809,1541.5,2490,7613,5211.5,7921.5,2906.5,7817,4003,1683,7252.5,4026,6209
ALDOA,6925,6824,2235.5,4420.5,2733.5,3347,2297,3537.5,4932,4394.5,2778,5157,1376,4775,4434,4992,2977,3537,1290,4772
ALDOC,4713,6064,848,5330,5622,6747,2769,1491,233,2717,1902,3766.5,6173,7614,3587,6612,2774,2388,2736,5232
ALG1,6350,171,7099,416,6569,4443.5,7370,8068,5138.5,2591,4554,7743.5,4046.5,3866,2026,3494,4641,7588.5,3822,3970.5
ALG10,7923,1729,6561,2625,2551,761,7998,7498,517.5,2661,7178,3443,3694,1115,4628.5,5371,5589,3877.5,6644,3890
ALG11,5227,1605,7824,1711,4133,1308.5,8174,7265.5,2825,1401,7168,7884,3874,4636.5,5262,5673.5,3952,4962.5,4047,1930
ALG12,3094,4185,7828,3670,3795,3048,6689,7810,1923,5002,6583,7133,4848,6926.5,3166,3065.5,4625,5988.5,611,1748.5
ALG13,7150,7054,6394.5,4897,5768,4814,6925,7982,2295.5,7450,6242,7002,1569,3502.5,2651,537.5,1146,5490,3419,6366.5
ALG14,6248,1857,6352,7913,3449,6012.5,7890,7919,5382,2670,5801,7377,5238,1846,4412,1515,4277,7087.5,6106,5164.5
ALG2,5994,1534,8022,38,6555,473.5,8206,7182.5,1950,5060,6929,7816,7293,1196,5583,4194,2193,6524,504,3933
ALG3,5264,5048,5928,3871,3652,1382,5622,3374,987.5,2081,6898,1249,6319,6808,7529,4697.5,8073,3335,6330,7377
ALG5,5325,1189,7258,1036,4596,2324,7658,7501,6090,4160,6676,7811,6780,1082,6993,1985,4255,7710,1056,1239
ALG6,7025,853,7941,110,824,1862,7587,7329,3334,532,7065,7965.5,7260,3970.5,6933,3086.5,7304,4932,2291,5595
ALG8,7517,2326,7923.5,417,1990,65,7896.5,6712,2713,1709,7541,7323,7408,5099,7480,2033,7151,3477,3866,6622
ALG9,6756,504,6218.5,2248,5134,4645.5,7024,7763,6890,2639,6640,6846,6311,3345,5358,6816,6280,7105,3589,6777.5
ALKBH1,4596.5,2592.5,5691,3708.5,4409.5,2429,6335,1313,2846,2699,7512.5,5901.5,4765,2445,5219.5,2741,5538,3680,2500,4734
ALKBH2,6894,7938,1081,6762,5947,6117.5,138,4617.5,3343,3004,537,2008,64,6344.5,41,352.5,5343,793.5,6639,5466
ALKBH3,2625,6217,3915,5899,341,5782.5,4091,4661,7281,8186,2878,1066,2101,4449.5,6532,4906,7038,3006,6051,3406
ALKBH4,5515,6052,4157.5,52,4673,6063,3862,2734,2937,4039,3449,3237,7262,6484,2042,4854.5,5534,5017.5,5715,6054.5
ALKBH5,7507,8078,280,7956,3168,5519,682,2364.5,2473,1357,955,353,260.5,4205.5,136,4198,7843,186,7195,7313
ALKBH6,5196,4388,2746.5,3372,6438,4782.5,5106.5,6518,6827.5,4096,3336,1056,2239,8058,1561,4719.5,6264,4076,2361,4324
ALKBH7,4656,6643,6002,1054,2709,1904,6677,1421,2246.5,4477,7826,4684.5,7956,875,4299,4638,7232,3116,2638,3870
ALKBH8,5874,2039,6012,948,2808,5241,4100,1228.5,7062,6757,6254,3660.5,5687,6036,4346,1808.5,5314,4717.5,6264,5758.5
ALMS1,4560,1967,408,7933,4840,5090,585.5,3957.5,8052,7880,7428,55,1204,4380,697,462,4291,1952.5,7627,7623.5
ALPL,2039,1660,4224,8125,4670,1365.5,1427.5,2288.5,4332,1051,4119,2679,5008,5097,807,4817,3008,3967,4108,4126
ALS2,6477,7390,3097.5,430,4778,7132,4171,4657.5,1095,1560,2257.5,3505.5,3643,2829,2322,3478,2620,3354,6396,4259
ALX1,7711,1074.5,1845,1995,1979,3242,3154,618.5,6698.5,7773,3395,5289.5,6318,3644,4565,5398,5787,182,5588,4800
ALX4,4087,5304,4245,1201,4594,5828,4365,6817.5,6293,2402,3772,5527,2093,1806,5255,4842.5,5436,4999.5,2087,4021
ALYREF,4023,2895,5762,3418.5,2705.5,2340.5,3351,1344,1739,5631,4257,1643,5325.5,3659,5802,348,5862,2999,6487,5014.5
AMBRA1,4106,3545,5561,4688,5030,5116.5,1885,5213,1445.5,8106,3224,5664.5,3570,7113,4178,2781.5,7529,2156,1046,3605
AMD1,5414,2407,2087,1904,7153,4948,4582,6422,688,4961,1990,6411,3923,5069.5,2689,3578,4209,2227,3484,4571
AMER1,1632,3217,2511,7686,6942,7806,429,1053.5,7588,5307,1999,621,3053,5554.5,1944,8045.5,1525,5225.5,2767,1732.5
AMFR,6664,141,7771,1907,4421,102,7831.5,7654,1382,4480,6308,7894,4283,1821.5,3332,5504,2205,7555,1001,1105.5
AMMECR1,4796,8045,1959,7213,1415,1359,1824,161,69,5600,6076,1309,985,8164,1537,3931.5,4679,171,4750,6211.5
AMMECR1L,7097,8022,617,6893,4527,2806,1095,5366,207,746,625,1053.5,231,8075,104,2960.5,7522,208,6930,7452
AMN1,6312,4350,6322.5,4681.5,3611,5724.5,6717,5655,3904.5,6042,4539,4625.5,3466,3205.5,7346,2831,4865,1321,816,5824
AMOT,6647,4186,3815,7168,1890,7917,1007.5,460.5,7691,6352,959,6254,103,4570,7654,8199,1014,5600,686,1221
AMOTL1,2745,5715,2465,6903,4889,8216,2201.5,1133.5,6557.5,3208.5,2468,5076,5330,1263.5,6251,8213,4568,5199.5,2278,2088.5
AMOTL2,8243,5439,2443,3489,7403,5202,4660,1310,1351,4161,5620,3861,5442,2193,861,5880.5,5984,2071,2608,3136
AMPD2,7910,8085,1893,1817,6205,4408.5,3542.5,4737,4112,7965,5829,998,2405,2836.5,848,5987.5,7269,2055.5,4977,4012
AMPH,2550,3789.5,3478.5,2764,7121,5652,1069,3458.5,3845.5,2169,3047,1639.5,2686,6468.5,4202,6909,2730,737.5,2303,2071.5
AMZ2,8000,2337,3215,6263,4952,5601,965.5,990,1530,5322,5792,5339,2914,5128.5,1088,5230,6144,467.5,6441,7639.5
ANAPC1,3598,3403,5751,7984,2914,1745,644,4557,3622,7689,6688,4094.5,3920,6405.5,930,6767,7373,773,6974,6532
ANAPC10,4775,7511,2391,5414,6147,6675,1460,299.5,308,6567,1654,1991.5,1345,4961,462,2748,2640,118.5,7634,7513.5
ANAPC11,3261,6586,3575.5,5558,4418,4717.5,3919,5571,6077,3786,7024,4162,7344,8068,4772,6871,4629,1100.5,4390,4075.5
ANAPC13,4985,2595,5415,6934,4630,4381.5,3831,2219,1584,5881,5308,3297,5875,3787,452,3137,4550,4146,5339,4549
ANAPC16,1442,6001,6183,1132,5304,3746,5576,765,4880,5605,6195,3165.5,673,1818,5508,6037,2565,4504,7426,4958
ANAPC2,4651,7881,4010,1721,1289,2061,5262,3434,6722,6478,4224,3320,2273,1284.5,4650,7415,3127,3070.5,4326,4657
ANAPC4,4164,6509,3440,4726.5,6535,5037.5,2968.5,2519.5,3063,8112,3793,3744,4040,6710,1081,5020.5,7528,4984.5,6818,4414.5
ANAPC5,472,3158,570,3292,3442,2402.5,997.5,3021,4068.5,7779,6365,2563,2777,4410.5,643,6638,6765,907,6661,3904.5
ANAPC7,4630,1574,1085,7248,6025,2215,1234,190.5,4778,7090,2362,956,784,6937,974,2564,6138,2567,7381,6709.5
ANGEL1,1329,529,4918,2153,7566,6838.5,6160,7594,7923,64,5064,6913,7396,3635,1225,1881,76,8155,414,272
ANGEL2,5882,3374,7136.5,3138,2097,3984.5,6732,5702,3462,3250,7237,6267,7633,3506,4858,301.5,1411,7056,5834,7472
ANK1,6751,7860,1427.5,1537,5151,7785,3675,7084,551,3167,4002,2801.5,1227,266,565,7389,973,1515,6619,1279.5
ANK2,4782.5,5253,6769.5,3790,4160,5244.5,6501,5197,1549.5,2754,6661,1032,7192,1369.5,5596,7666,2789,4679,3254,6299
ANK3,2116.5,5604.5,5544,6275,4473.5,6919,2224,2963,5703,4503,2862,4586.5,3441.5,5959,5997,7238,3873.5,4723,1329.5,2824
ANKFY1,4408,2176,760.5,4916,7823,8005.5,574,279,6895,672,552,7833,1178,5745,1973,7455,940,7583.5,221,297
ANKHD1,4489,4306,814,7624,1018,1421,112,800,623,7666,1338,90,1755,7719.5,1112,4480.5,2143,771,7960,7956
ANKHD1-EIF4EBP3,3170,7848,900,3050,4306,5775.5,5388,2270,4292.5,6040,1993,2648,3963,4181,2213,2555,5430,1301.5,2875,7310
ANKLE2,6921,33,7252,294,5493,2058,7659.5,7999,5736.5,3140,4468,7748,6522,1290,2197,2425,3879,7996,2076,1852.5
ANKMY2,936,5497,2655,655,6971,6575,5249,6786.5,3906,3768,3896,4573.5,5907,5498.5,775,3071,6227,4940,4779,4318.5
ANKRD11,7942,5453.5,2908.5,2421,3153,2638,3373,6555,6838,4768,3953,2040,3619,1535,2084,2935.5,3520,2495.5,4948,4835
ANKRD13A,5413,7342,5413,622,6405,7684.5,1833.5,7242,6345,7529,4861,4017,6412,5884.5,953,5691,4253,1711.5,3153,2161
ANKRD13C,5821,4310,1220,2857,4565,4924.5,4478,5576.5,1539.5,7647,3053,3820,3106,3553.5,7727,5767,7375,2060.5,2187,6453.5
ANKRD16,4682,2567,3337,5641,6011,7195.5,3892,6717,167,2168,4781,4219.5,4387,5654,1685,3893,4478,1467,4537,2049.5
ANKRD17,5041,3018,1105,4915,5988,3795,1186,9,765,7150,5079,604,1867,7497,629,4233,5695,2475,8076,7999
ANKRD26,6988,3627,100,7334,735,1866,3167,22,2678,1742,1638.5,1170,984,7854,3458,7129,3473,25,7598,7027
ANKRD27,2701,398,2545,4575,7962,8129.5,1328.5,2676.5,4942,366,229,7850,715,4888.5,3505,3589,94,7765,251,266.5
ANKRD28,2984,3585,3172.5,1128,7192,3754.5,3806.5,6245,4706,8076,3962,2889,1791,3371,5025,6352,5476,3945,3546,1816.5
ANKRD39,5887,5636,6037.5,4603,7179,3450,4321.5,438.5,2083,4050,5895,6922.5,5316,4992,3276,3124,4946,6537,6878,4491
ANKRD40,1414,6149,5463,5000,4380,6434,3750,8085,8025,4168,4569,3634,3568,742.5,3543,3645,5936,3591.5,976,2020
ANKRD44,6581,5325,2933,4779,1752,6058,4614,5633.5,4662.5,5272,6911,1709,4187,6688.5,999,922,7885,1530,6148,5981
ANKRD46,1596,965,7559,670,6805,2967,8008,7710,1854,645.5,977,7437.5,7204,4595.5,4718,3664,8048,6872,901,1116.5
ANKRD49,550,6865,5106,6464,1721,7220.5,2203,4239,3133,3726,2313,3840,6550,5844,4568,5262,3360,4597.5,3907,5849
ANKRD50,5508,7915,1946,5135,8193,6060,3141,5111,734,4752,3360,1118.5,2230,5040,2005,8135,6244,6170,3750,1879
ANKRD52,6194,6674,2631,935,7044,7159,3792,2311,5636.5,8051,4407,6048,6299,1862.5,1200,6229.5,7542,2325.5,3426,1647
ANKRD54,6723,6421,3821,2554,7275,4640,4243,7423,4217,2018,6791,1046,5105,5272,4827,3809.5,6038,4970.5,3233,4464.5
ANKS1A,4188.5,4504,3476,4839.5,6175.5,6019.5,4377,3497,2607,6764,4933,5451,5587.5,4718,4019.5,3347,4087,2934,2639.5,3783
ANKS3,4786,3714,5071,1161,6622,5704.5,2022,6344,7715,3302,5695,5377,4776,8088,1589,4012,6080,3195,3192,3017
ANKS6,4496,7672,6401,3696,5361,5807.5,976,4770.5,3433,1695,4121,3769,2332,5866.5,526,4046,2510,1547,2298.5,5281
ANKZF1,774,5499,1300,3643,4141,3735,4381,4983.5,6486,1509,3476,3731,7054,6491,904,5886.5,5272,1930,8183,4488
ANLN,5204,3879,3779,7313,2587,7324,6304,252,6710,6755,6209,6600,3335,3461,6486,8179,1822,5859,2139,1140.5
ANO10,7667,1017,7363,903,6742,712,7373,7185.5,2782,4581,6466,7994.5,6027,4873.5,5575.5,914.5,2986,6735,4662,5007
ANO6,6566,130,548.5,6028,6576,5998,1892.5,5743,3013.5,53,52,4326.5,1295,7755,2419,5597,325,4586.5,1872,1545
ANP32A,5230,834,2821,5795,1032,5608,2828,3009,4893,3634,4244,6229,3021,7988,6377,6527,7222,744,1822,3083.5
ANP32B,1665,5240.5,1306.5,6342,534,1788.5,3574,7380,2975,4213,2383,5593,2527,4229.5,1522,4924,7569,5742,289,846.5
ANP32E,2793,5672,373.5,6938,3592,479,3060.5,5018.5,294.5,4099,2000,6014.5,4349,7575,5988,1977,605,1161,2236,2401
ANTKMT,2629,5334,1493,1555,2632,4534,6458,1083,1747,2757,8218,5961,8219,4632.5,1294,2450,4024,2771,5221,2671.5
ANTXR1,1704,1225,1873.5,5765,6929,6570,3211,1526.5,3933,124,889,7358,2196,6110.5,2718,7567.5,1372,6279.5,64,229
ANXA1,4785,4363,789,6164,5526,4153.5,5165,3531,2859,3652,6651,5292,6257,2908.5,5996,3306,5292,1643,7029,4080.5
ANXA11,2528,2074,3891,8059,2237,3591,2461,6227,6024.5,6909,3547,4142.5,6340,6376.5,5250,6870,2855,3746.5,639,2146
ANXA2,6780,7629,4545.5,6411,1105,455,2011.5,262,4622,513,944,3957.5,1404,7154,6166,7897,1771,4070,939,1401
ANXA3,3706,6663,2997,5590,7521,5416,3957,6753,4994.5,3880,1456,2709,6854,6999.5,1682,6281,1768,4241,4756,3490
ANXA4,7971,7604,1992.5,5041.5,6620,5601,4386.5,3083.5,864,6497,3226,3298.5,3697,5627.5,3940,1941,6773,1669,4118,5949
ANXA5,6656,6619,4581.5,3948,4609,2052,5151,1182,558,2797,6113,6953,3329,6661,6793,7494,3942,1779,4504,2327.5
ANXA6,6417,3432.5,5120,4058,4391.5,4122,3210,3377,6266,1076.5,3836,6919.5,3451.5,4915,3392.5,5743,4293.5,2418,2484.5,1679
ANXA7,5520,7565,3293.5,6337,1362,3595.5,702,4941,7338,7098,2164,4823,2197,4126.5,7413,6912,1019,6650,603,1412
AP1AR,2853,4038,3808,2202,7685,8187,1301,4822,5307.5,58,120,7198.5,295,7076.5,3850,5504,85,7930.5,58,27
AP1B1,3804,364,6715,2331,7872,7648,773,5289.5,7882,642,245,5221.5,1107,4701,1883,7210,1356,7806,69,107.5
AP1G1,4873,807,4571.5,2899.5,7825,8017,1567,5672.5,4964,553,135,7229,778,7891.5,2357,6001,490,7590,41,14
AP1G2,4940,6098,5579,461,7894,8169,1690,4405,3276,4642,5427,5767,5796,7571.5,3692,3979,3138,4049,2136,972.5
AP1M1,2236.5,1908,4313.5,3284,8046,7997,1033,5118,5448,595,296,7056,580,5510.5,2440,5254.5,679,8128,350,110
AP1S1,4180,4810,4778,2756,7980,8050,1209.5,6005.5,4609.5,1272,374,7433,891,5879,2047,2514,247,7919,1068,368.5
AP1S2,1809,2521,6354.5,554,7761,7911,3462,1971,2208.5,1397,891,7872,1611,7826,6654,1987,1007,7409,293,118
AP1S3,4757,4794,7073,4049,7289,7726.5,2728,6124,1205,2120,1881,6027.5,5020,1314,1486,4420.5,3913,7587,1690,1582
AP2A1,4210,3719,2839,3923,7575,8030,403,748,7816.5,453,540,5171,161,4759,4421,8210,134,5999.5,483,419
AP2A2,4582,4384.5,3908,2985.5,7100,6146.5,1850,2632,7066,1627.5,1662.5,3007,2135.5,6472,1646,7744,2469,5819,3336,1410
AP2B1,2982,6163,2648.5,3063,7845,7960,206,1756,7413.5,706,648,6022.5,286,4772.5,4790,8133,939,6198,201,151.5
AP2M1,7182,1053,1149.5,3141,7554,7976,1041,942,7125,371,662,5819,732.5,5279.5,3398,8176,377,5391,562,237
AP2S1,2554,3855,1878.5,4425,7400,7884,484.5,589,7282,2523,456,1916.5,1792,5596.5,5056,7971,138,6225.5,181,166.5
AP3B1,3454,1262,4962,965,8146,7755,909,3231,4008.5,6731,966,8022,1196,6145,3641,6864,516,7786,1000,417
AP3D1,2764,3019,2943,3122,8197,8078,108,2473,5880.5,6984,1839.5,7994.5,561.5,4099,1320.5,4691,5677.5,6856,3025.5,3253.5
AP3M1,1449,2000,6304.5,1859,8170,7767.5,830,2409,1515.5,6591,1189,8084,5213,6352.5,3706,7184,2687,8021.5,621,522
AP3M2,3437,1013,4012,3071,8157,3382,5133,4200.5,6152,6736,3462,2904,3232,3590,1215,5495,7310,3599,5181,5162
AP3S1,3944,2897,5200,4925,7699,7288,1246,2236,2003.5,5937,1858,7920,2111,5891,5648,6487.5,614,6227,3544,3074
AP4B1,2623,5606,6289,3222,4700,7671,1106,7004,6775.5,3702,5881,7009,1756,5882,1544,5368,5154,8127,1866,4965.5
AP4E1,2306,3825,1538,3730,7539,7991,1620,5997,5883,5527,4094,5664.5,2893,3621.5,3163,2701,5057,8224,1142,2608
AP4M1,6320,5922.5,2723,5252.5,3421.5,7213.5,1658,5650,2169,6183.5,2064,5977,1940.5,3967,3682.5,6518,3003,3551,4448.5,2665
AP4S1,1716,4890,2719,2832,8055,5335.5,1484,3511.5,7542,6411,1768,6999.5,3485,4417,4214,3348.5,1614,8239,2318,2185
AP5B1,3383,6208,6051,1861,6779,5226,3888,1704.5,430,7334,2100,8200,4440,7724.5,7425,6578.5,6228,1533,2865.5,3245
AP5M1,3190,3358,6262,2044,8195,7428,6251,721,166,6552,2173,6810.5,2666,5737,469,6002.5,5952,1050.5,1878,6066.5
AP5S1,7810,5772,5631,1851,4291,7447.5,1693.5,1637.5,809,7291,4903,7869,5273,4844,2137,7140.5,7834,404.5,5262,5465
AP5Z1,8131,7223,7058.5,5836,7899,7101,1766,6218,3896.5,7915,1890,8141,1716,2053,1056,5179.5,2138,5216,5017,2390.5
